Student_ID,Course_Category,Time_Spent(Hours),Videos_Watched,Quizzes_Taken,Quiz_Score,Engagement _Index,Engagement_Level,Completion_Rate,Course_Completion,Completion_Flag ,Student_Status,Completion_Flag
4446,Health,92,8,10,66.6263,73.93122574,Medium,73.93,Not Completed,0,At Risk,0
2559,Health,75,3,10,95.6544,60.53400905,Medium,60.53,Not Completed,0,At Risk,0
5158,Health,62,19,10,78.0657,69.84237841,Medium,69.84,Not Completed,0,At Risk,0
3669,Health,48,17,10,56.9519,60.83272145,Medium,60.83,Not Completed,0,At Risk,0
3687,Health,61,8,10,64.2327,58.50242519,Medium,58.5,Not Completed,0,At Risk,0
1091,Health,3,19,10,62.5395,40.58833284,Medium,40.59,Not Completed,0,At Risk,0
5052,Health,79,14,10,63.407,73.3463289,Medium,73.35,Not Completed,0,At Risk,0
792,Health,60,10,10,94.6552,60.11615075,Medium,60.12,Not Completed,0,At Risk,0
484,Health,72,18,10,86.4005,73.9581045,Medium,73.96,Not Completed,0,At Risk,0
8714,Health,69,16,10,54.0264,70.5364525,Medium,70.54,Not Completed,0,At Risk,0
3660,Health,37,6,10,65.4364,44.48792773,Medium,44.49,Not Completed,0,At Risk,0
3408,Health,42,19,10,68.6567,59.78700467,Medium,59.79,Not Completed,0,At Risk,0
5749,Health,22,9,10,83.434,40.06634505,Medium,40.07,Not Completed,0,At Risk,0
3548,Health,68,12,10,66.809,66.09941118,Medium,66.1,Not Completed,0,At Risk,0
4956,Health,67,6,10,92.2398,59.6780525,Medium,59.68,Not Completed,0,At Risk,0
4607,Health,68,6,10,67.3554,60.06398865,Medium,60.06,Not Completed,0,At Risk,0
5504,Health,30,6,10,93.7911,41.07023424,Medium,41.07,Not Completed,0,At Risk,0
5473,Health,42,2,10,66.02,42.84651864,Medium,42.85,Not Completed,0,At Risk,0
8438,Health,57,10,10,92.539,58.39712797,Medium,58.4,Not Completed,0,At Risk,0
845,Health,62,4,10,77.1256,55.07748274,Medium,55.08,Not Completed,0,At Risk,0
8008,Health,13,19,10,78.662,45.32498738,Medium,45.32,Not Completed,0,At Risk,0
7003,Health,88,3,10,75.7153,66.8766837,Medium,66.88,Not Completed,0,At Risk,0
4348,Health,69,2,10,77.7442,56.44979737,Medium,56.45,Not Completed,0,At Risk,0
5651,Health,62,15,10,75.8622,65.75510939,Medium,65.76,Not Completed,0,At Risk,0
7781,Health,34,20,10,94.8278,56.95616205,Medium,56.96,Not Completed,0,At Risk,0
1750,Health,62,14,10,65.1133,64.95313738,Medium,64.95,Not Completed,0,At Risk,0
7051,Health,52,12,10,85.4948,58.15015465,Medium,58.15,Not Completed,0,At Risk,0
8200,Health,68,6,10,97.8717,60.1282601,Medium,60.13,Not Completed,0,At Risk,0
3581,Health,65,18,10,77.8242,70.74113724,Medium,70.74,Not Completed,0,At Risk,0
6823,Health,43,3,10,86.8342,44.50473792,Medium,44.5,Not Completed,0,At Risk,0
4639,Health,94,6,10,61.0951,73.07274562,Medium,73.07,Not Completed,0,At Risk,0
2244,Health,60,3,10,86.0729,53.11003105,Medium,53.11,Not Completed,0,At Risk,0
1550,Health,23,19,10,84.4638,50.39327961,Medium,50.39,Not Completed,0,At Risk,0
7811,Health,38,12,10,91.9275,51.02609116,Medium,51.03,Not Completed,0,At Risk,0
8681,Health,91,1,10,66.8829,66.25610236,Medium,66.26,Not Completed,0,At Risk,0
1738,Health,73,3,10,54.731,59.74838309,Medium,59.75,Not Completed,0,At Risk,0
7384,Health,50,15,10,59.4005,60.17917624,Medium,60.18,Not Completed,0,At Risk,0
2670,Health,30,11,10,55.5225,46.05496565,Medium,46.05,Not Completed,0,At Risk,0
472,Health,17,15,10,70.6326,43.65352847,Medium,43.65,Not Completed,0,At Risk,0
3289,Health,53,12,10,56.2016,58.49989801,Medium,58.5,Not Completed,0,At Risk,0
6708,Health,49,10,10,58.4389,54.53761174,Medium,54.54,Not Completed,0,At Risk,0
4592,Health,44,11,10,84.9807,52.86998581,Medium,52.87,Not Completed,0,At Risk,0
3588,Health,6,18,10,92.4183,40.86934715,Medium,40.87,Not Completed,0,At Risk,0
2923,Health,39,6,10,72.7807,45.44979829,Medium,45.45,Not Completed,0,At Risk,0
3188,Health,88,8,10,91.6846,72.06650199,Medium,72.07,Not Completed,0,At Risk,0
6063,Health,93,0,10,96.0767,66.65854579,Medium,66.66,Not Completed,0,At Risk,0
4939,Health,73,12,10,86.7575,68.27672063,Medium,68.28,Not Completed,0,At Risk,0
7989,Health,53,11,10,76.0807,57.69490989,Medium,57.69,Not Completed,0,At Risk,0
6147,Health,57,20,10,77.3167,68.53634067,Medium,68.54,Not Completed,0,At Risk,0
8922,Health,88,8,10,80.6574,72.04554513,Medium,72.05,Not Completed,0,At Risk,0
4411,Health,72,14,10,59.321,69.89772787,Medium,69.9,Not Completed,0,At Risk,0
554,Health,11,20,10,79.7897,45.25822966,Medium,45.26,Not Completed,0,At Risk,0
2168,Health,68,9,10,90.5442,62.86306787,Medium,62.86,Not Completed,0,At Risk,0
529,Health,75,6,10,73.8162,63.66411644,Medium,63.66,Not Completed,0,At Risk,0
2298,Health,47,9,10,61.5161,52.51924857,Medium,52.52,Not Completed,0,At Risk,0
1580,Health,26,16,10,70.2361,48.94579253,Medium,48.95,Not Completed,0,At Risk,0
1071,Health,42,17,10,88.8597,57.88150955,Medium,57.88,Not Completed,0,At Risk,0
5015,Health,62,6,10,91.8471,56.89515855,Medium,56.9,Not Completed,0,At Risk,0
6963,Health,32,15,10,54.073,50.78776855,Medium,50.79,Not Completed,0,At Risk,0
4283,Health,11,17,10,55.3956,42.48433325,Medium,42.48,Not Completed,0,At Risk,0
1599,Health,27,9,10,84.8151,42.53068565,Medium,42.53,Not Completed,0,At Risk,0
4569,Health,44,15,10,76.7699,57.18088852,Medium,57.18,Not Completed,0,At Risk,0
3649,Health,6,18,10,60.5355,41.23327252,Medium,41.23,Not Completed,0,At Risk,0
1641,Health,35,8,10,69.98,45.64016951,Medium,45.64,Not Completed,0,At Risk,0
7001,Health,82,11,10,84.1378,71.91168745,Medium,71.91,Not Completed,0,At Risk,0
8320,Health,56,20,10,88.2305,67.85912372,Medium,67.86,Not Completed,0,At Risk,0
1520,Health,27,7,10,71.8075,40.55840071,Medium,40.56,Not Completed,0,At Risk,0
3821,Health,49,4,10,50.7765,48.27321282,Medium,48.27,Not Completed,0,At Risk,0
525,Health,69,13,10,78.5269,67.63194334,Medium,67.63,Not Completed,0,At Risk,0
7196,Health,96,0,10,98.877,68.12273121,Medium,68.12,Not Completed,0,At Risk,0
2891,Health,24,12,10,86.5944,43.88309006,Medium,43.88,Not Completed,0,At Risk,0
7320,Health,23,20,10,82.1638,51.3423989,Medium,51.34,Not Completed,0,At Risk,0
3652,Health,70,13,10,79.6552,68.02433273,Medium,68.02,Not Completed,0,At Risk,0
4926,Business,75,2,7,79.5893,53.26517776,Medium,53.27,Not Completed,0,At Risk,0
4506,Business,54,11,7,87.5074,51.93803366,Medium,51.94,Not Completed,0,At Risk,0
7467,Business,64,19,7,96.1428,65.11680874,Medium,65.12,Not Completed,0,At Risk,0
6351,Business,86,14,7,67.0489,70.94203491,Medium,70.94,Not Completed,0,At Risk,0
3242,Business,94,4,7,84.9479,64.93039934,Medium,64.93,Not Completed,0,At Risk,0
8753,Business,88,8,7,92.2186,66.02642213,Medium,66.03,Not Completed,0,At Risk,0
4264,Business,50,2,7,82.2502,41.04408154,Medium,41.04,Not Completed,0,At Risk,0
1468,Business,83,6,7,98.735,61.44432835,Medium,61.44,Not Completed,0,At Risk,0
1397,Business,28,14,7,79.1715,42.08342527,Medium,42.08,Not Completed,0,At Risk,0
7080,Business,49,4,7,70.234,42.25916174,Medium,42.26,Not Completed,0,At Risk,0
1184,Business,29,19,7,66.2429,47.45551281,Medium,47.46,Not Completed,0,At Risk,0
3401,Business,36,8,7,64.3787,40.03615321,Medium,40.04,Not Completed,0,At Risk,0
6702,Business,41,7,7,83.4718,41.40644857,Medium,41.41,Not Completed,0,At Risk,0
7617,Business,93,4,7,72.5764,64.34102667,Medium,64.34,Not Completed,0,At Risk,0
2950,Business,89,5,7,90.6963,63.58800046,Medium,63.59,Not Completed,0,At Risk,0
7479,Business,55,18,7,62.3349,59.34930137,Medium,59.35,Not Completed,0,At Risk,0
7402,Business,35,20,7,69.1066,51.43370279,Medium,51.43,Not Completed,0,At Risk,0
2592,Business,89,9,7,83.8524,67.28631336,Medium,67.29,Not Completed,0,At Risk,0
8490,Business,49,18,7,90.1659,56.74976004,Medium,56.75,Not Completed,0,At Risk,0
6148,Business,68,8,7,77.5945,56.23598251,Medium,56.24,Not Completed,0,At Risk,0
3461,Business,37,8,7,88.7638,40.73136391,Medium,40.73,Not Completed,0,At Risk,0
8584,Business,67,3,7,62.0462,50.41988156,Medium,50.42,Not Completed,0,At Risk,0
1647,Business,35,13,7,67.3274,44.44214684,Medium,44.44,Not Completed,0,At Risk,0
7878,Business,87,17,7,73.2957,74.58128721,Medium,74.58,Not Completed,0,At Risk,0
121,Business,50,19,7,58.6297,57.89267662,Medium,57.89,Not Completed,0,At Risk,0
3068,Business,55,12,7,93.892,53.531891,Medium,53.53,Not Completed,0,At Risk,0
3352,Business,42,11,7,79.56,45.9317721,Medium,45.93,Not Completed,0,At Risk,0
8926,Business,48,9,7,73.8215,46.86092746,Medium,46.86,Not Completed,0,At Risk,0
1832,Business,63,9,7,86.3647,54.68671159,Medium,54.69,Not Completed,0,At Risk,0
2531,Business,80,5,7,73.6263,59.10269319,Medium,59.1,Not Completed,0,At Risk,0
2171,Business,76,1,7,88.4498,53.20626397,Medium,53.21,Not Completed,0,At Risk,0
64,Business,62,15,7,91.3744,59.85193286,Medium,59.85,Not Completed,0,At Risk,0
3542,Business,97,12,7,96.0998,74.63946687,Medium,74.64,Not Completed,0,At Risk,0
5955,Business,57,7,7,53.0691,49.46003396,Medium,49.46,Not Completed,0,At Risk,0
6144,Business,21,19,7,99.4453,43.28356517,Medium,43.28,Not Completed,0,At Risk,0
5449,Business,86,10,7,73.0695,67.05237357,Medium,67.05,Not Completed,0,At Risk,0
2197,Business,59,16,7,62.3265,59.27764458,Medium,59.28,Not Completed,0,At Risk,0
7990,Business,45,5,7,65.5854,41.74361065,Medium,41.74,Not Completed,0,At Risk,0
906,Business,38,18,7,99.9116,50.80202164,Medium,50.8,Not Completed,0,At Risk,0
4210,Business,61,14,7,78.6228,58.45103852,Medium,58.45,Not Completed,0,At Risk,0
3264,Business,29,13,7,84.9113,41.71403704,Medium,41.71,Not Completed,0,At Risk,0
1830,Business,73,1,7,91.4397,51.38305846,Medium,51.38,Not Completed,0,At Risk,0
2361,Business,85,12,7,67.0119,68.31310377,Medium,68.31,Not Completed,0,At Risk,0
8033,Business,41,11,7,99.834,45.36013397,Medium,45.36,Not Completed,0,At Risk,0
1130,Business,71,17,7,96.9759,66.57949764,Medium,66.58,Not Completed,0,At Risk,0
6953,Business,73,10,7,89.2968,60.59715772,Medium,60.6,Not Completed,0,At Risk,0
8254,Business,62,7,7,68.2126,51.76599472,Medium,51.77,Not Completed,0,At Risk,0
4177,Business,86,8,7,51.9929,65.20236648,Medium,65.2,Not Completed,0,At Risk,0
2828,Business,38,9,7,82.5151,41.99522051,Medium,42,Not Completed,0,At Risk,0
6575,Business,68,6,7,54.3219,54.08212002,Medium,54.08,Not Completed,0,At Risk,0
3432,Business,41,12,7,79.8401,46.48595222,Medium,46.49,Not Completed,0,At Risk,0
8209,Business,33,18,7,60.9509,48.44857581,Medium,48.45,Not Completed,0,At Risk,0
2729,Business,38,15,7,95.5234,47.96385144,Medium,47.96,Not Completed,0,At Risk,0
8982,Business,59,9,7,61.5228,52.43304878,Medium,52.43,Not Completed,0,At Risk,0
2714,Business,89,12,7,86.1752,70.61849191,Medium,70.62,Not Completed,0,At Risk,0
5960,Business,62,10,7,81.3786,54.86614262,Medium,54.87,Not Completed,0,At Risk,0
7580,Business,53,16,7,87.974,56.57674448,Medium,56.58,Not Completed,0,At Risk,0
4941,Business,82,3,7,58.6412,58.0929386,Medium,58.09,Not Completed,0,At Risk,0
1678,Business,92,11,7,82.6818,71.04563376,Medium,71.05,Not Completed,0,At Risk,0
7740,Business,74,0,7,90.6506,51.10778186,Medium,51.11,Not Completed,0,At Risk,0
104,Business,31,12,7,77.3118,41.42208123,Medium,41.42,Not Completed,0,At Risk,0
698,Business,84,0,7,65.73,56.04079368,Medium,56.04,Not Completed,0,At Risk,0
1042,Business,39,14,7,52.2307,47.28333834,Medium,47.28,Not Completed,0,At Risk,0
517,Business,84,10,7,99.4023,65.97314835,Medium,65.97,Not Completed,0,At Risk,0
838,Business,84,2,7,89.6787,58.05069786,Medium,58.05,Not Completed,0,At Risk,0
531,Business,36,10,7,80.8686,42.08683734,Medium,42.09,Not Completed,0,At Risk,0
4820,Business,96,8,7,51.5325,70.02062653,Medium,70.02,Not Completed,0,At Risk,0
8104,Business,41,20,7,86.4866,54.65070615,Medium,54.65,Not Completed,0,At Risk,0
6865,Business,41,8,7,52.5754,42.74588297,Medium,42.75,Not Completed,0,At Risk,0
2563,Business,61,19,7,73.3821,63.42832932,Medium,63.43,Not Completed,0,At Risk,0
8059,Business,62,8,7,72.1851,53.17337551,Medium,53.17,Not Completed,0,At Risk,0
719,Business,51,18,7,58.976,57.42671868,Medium,57.43,Not Completed,0,At Risk,0
5647,Business,52,12,7,78.2277,51.8778557,Medium,51.88,Not Completed,0,At Risk,0
7785,Business,84,18,7,67.3328,73.8714781,Medium,73.87,Not Completed,0,At Risk,0
5408,Business,80,11,7,79.6301,65.19505942,Medium,65.2,Not Completed,0,At Risk,0
4221,Business,62,6,7,55.3641,50.79792625,Medium,50.8,Not Completed,0,At Risk,0
1347,Business,85,13,7,59.9423,69.38659637,Medium,69.39,Not Completed,0,At Risk,0
1200,Business,40,12,7,98.2799,46.14602496,Medium,46.15,Not Completed,0,At Risk,0
7900,Business,62,20,7,67.4747,64.91385426,Medium,64.91,Not Completed,0,At Risk,0
67,Business,44,8,7,66.2582,43.98541899,Medium,43.99,Not Completed,0,At Risk,0
5456,Business,58,10,7,60.1836,52.96807206,Medium,52.97,Not Completed,0,At Risk,0
5750,Business,43,15,7,87.9674,50.60629979,Medium,50.61,Not Completed,0,At Risk,0
321,Business,57,14,7,84.6662,56.68937821,Medium,56.69,Not Completed,0,At Risk,0
6692,Business,73,10,7,66.2496,60.32786389,Medium,60.33,Not Completed,0,At Risk,0
2442,Business,98,10,7,59.3289,73.14306786,Medium,73.14,Not Completed,0,At Risk,0
6134,Business,55,19,7,71.9847,60.28099931,Medium,60.28,Not Completed,0,At Risk,0
7391,Business,83,11,7,60.3697,66.46972121,Medium,66.47,Not Completed,0,At Risk,0
5560,Business,63,11,7,72.4113,56.61052379,Medium,56.61,Not Completed,0,At Risk,0
8456,Business,88,6,7,86.4269,64.24698418,Medium,64.25,Not Completed,0,At Risk,0
4388,Business,42,6,7,70.8741,40.99639666,Medium,41,Not Completed,0,At Risk,0
5865,Business,45,5,7,57.645,41.48513801,Medium,41.49,Not Completed,0,At Risk,0
1719,Business,83,2,7,51.3344,57.67337236,Medium,57.67,Not Completed,0,At Risk,0
6982,Business,76,20,7,76.6117,71.95182367,Medium,71.95,Not Completed,0,At Risk,0
3223,Business,75,20,7,68.9408,71.40240272,Medium,71.4,Not Completed,0,At Risk,0
1929,Business,79,5,7,73.756,58.70415474,Medium,58.7,Not Completed,0,At Risk,0
6037,Business,86,13,7,51.0004,69.83913845,Medium,69.84,Not Completed,0,At Risk,0
4407,Business,81,1,7,51.4496,55.64557362,Medium,55.65,Not Completed,0,At Risk,0
1408,Business,28,16,7,72.8624,43.86369502,Medium,43.86,Not Completed,0,At Risk,0
3427,Business,48,11,7,75.9429,48.95902817,Medium,48.96,Not Completed,0,At Risk,0
8293,Business,64,14,7,94.2261,60.10698979,Medium,60.11,Not Completed,0,At Risk,0
28,Business,38,13,7,64.6644,45.76637775,Medium,45.77,Not Completed,0,At Risk,0
7647,Business,53,4,7,66.8265,44.34371423,Medium,44.34,Not Completed,0,At Risk,0
4593,Business,64,4,7,62.7413,49.88550016,Medium,49.89,Not Completed,0,At Risk,0
7286,Business,74,9,7,57.611,60.14508714,Medium,60.15,Not Completed,0,At Risk,0
2207,Business,30,18,7,94.5263,47.24999984,Medium,47.25,Not Completed,0,At Risk,0
5474,Business,17,18,7,69.0138,40.69819294,Medium,40.7,Not Completed,0,At Risk,0
5569,Business,59,6,7,57.0448,49.34471306,Medium,49.34,Not Completed,0,At Risk,0
6969,Business,71,13,7,69.2443,62.40685446,Medium,62.41,Not Completed,0,At Risk,0
3204,Business,19,18,7,62.0518,41.33071347,Medium,41.33,Not Completed,0,At Risk,0
8873,Business,64,10,7,77.8927,56.14726879,Medium,56.15,Not Completed,0,At Risk,0
5808,Business,19,18,7,76.5012,41.59507683,Medium,41.6,Not Completed,0,At Risk,0
1724,Business,33,13,7,81.3508,43.44298848,Medium,43.44,Not Completed,0,At Risk,0
651,Business,73,16,7,77.3345,66.51517645,Medium,66.52,Not Completed,0,At Risk,0
1833,Business,35,20,9,72.3619,55.3585089,Medium,55.36,Not Completed,0,At Risk,0
260,Business,20,19,9,96.403,47.07563779,Medium,47.08,Not Completed,0,At Risk,0
8284,Business,87,8,9,81.1164,69.38754891,Medium,69.39,Not Completed,0,At Risk,0
548,Business,56,8,9,95.5005,53.92588998,Medium,53.93,Not Completed,0,At Risk,0
6577,Business,22,15,9,89.2192,44.03940564,Medium,44.04,Not Completed,0,At Risk,0
7295,Business,91,9,9,67.7137,72.34478288,Medium,72.34,Not Completed,0,At Risk,0
5028,Business,32,16,9,81.3395,50.11671572,Medium,50.12,Not Completed,0,At Risk,0
6233,Business,35,11,9,54.3226,46.57125229,Medium,46.57,Not Completed,0,At Risk,0
483,Business,76,17,9,81.3234,72.78899013,Medium,72.79,Not Completed,0,At Risk,0
7841,Business,47,9,9,86.172,50.69307401,Medium,50.69,Not Completed,0,At Risk,0
4062,Business,19,15,9,97.4187,42.74394109,Medium,42.74,Not Completed,0,At Risk,0
618,Business,55,19,9,67.6354,64.67215996,Medium,64.67,Not Completed,0,At Risk,0
6539,Business,16,16,9,90.4646,41.99139231,Medium,41.99,Not Completed,0,At Risk,0
3477,Business,68,20,9,66.2704,72.12997766,Medium,72.13,Not Completed,0,At Risk,0
1032,Business,67,14,9,96.5662,65.371669,Medium,65.37,Not Completed,0,At Risk,0
3265,Business,51,18,9,55.0192,61.28637785,Medium,61.29,Not Completed,0,At Risk,0
7261,Business,86,3,9,51.9147,64.00315416,Medium,64,Not Completed,0,At Risk,0
4824,Business,87,8,9,89.0697,69.74659845,Medium,69.75,Not Completed,0,At Risk,0
332,Business,56,0,9,80.1167,46.06250883,Medium,46.06,Not Completed,0,At Risk,0
1244,Business,78,9,9,66.8152,65.88277097,Medium,65.88,Not Completed,0,At Risk,0
833,Business,37,13,9,66.9394,49.5044133,Medium,49.5,Not Completed,0,At Risk,0
6079,Business,45,3,9,58.132,43.34732389,Medium,43.35,Not Completed,0,At Risk,0
3005,Business,43,14,9,95.027,53.65837508,Medium,53.66,Not Completed,0,At Risk,0
3902,Business,31,11,9,56.8697,44.36124202,Medium,44.36,Not Completed,0,At Risk,0
7005,Business,59,7,9,76.3742,54.525025,Medium,54.53,Not Completed,0,At Risk,0
5766,Business,18,17,9,69.2135,43.90920232,Medium,43.91,Not Completed,0,At Risk,0
2752,Business,54,3,9,60.5762,47.8295795,Medium,47.83,Not Completed,0,At Risk,0
6268,Business,38,4,9,78.5303,41.21950482,Medium,41.22,Not Completed,0,At Risk,0
1686,Business,58,0,9,86.8579,46.92753022,Medium,46.93,Not Completed,0,At Risk,0
2622,Business,52,11,9,85.6967,54.94452556,Medium,54.94,Not Completed,0,At Risk,0
8302,Business,51,11,9,50.3088,54.67460713,Medium,54.67,Not Completed,0,At Risk,0
3616,Business,72,16,9,96.0955,69.9483182,Medium,69.95,Not Completed,0,At Risk,0
5093,Business,38,5,9,94.5709,41.88513714,Medium,41.89,Not Completed,0,At Risk,0
4826,Business,94,3,9,88.2161,67.96014848,Medium,67.96,Not Completed,0,At Risk,0
4117,Business,71,12,9,67.2379,65.50247039,Medium,65.5,Not Completed,0,At Risk,0
5285,Business,47,10,9,89.0926,51.69470032,Medium,51.69,Not Completed,0,At Risk,0
2090,Business,69,16,9,88.3183,68.52580068,Medium,68.53,Not Completed,0,At Risk,0
4872,Business,73,16,9,78.9764,70.45884723,Medium,70.46,Not Completed,0,At Risk,0
4189,Business,43,20,9,95.7966,59.72829088,Medium,59.73,Not Completed,0,At Risk,0
352,Business,36,12,9,50.6215,48.06486331,Medium,48.06,Not Completed,0,At Risk,0
2560,Business,47,14,9,95.0151,55.74788572,Medium,55.75,Not Completed,0,At Risk,0
8374,Business,65,6,9,75.0399,56.35987251,Medium,56.36,Not Completed,0,At Risk,0
3270,Business,85,13,9,95.2707,73.72270647,Medium,73.72,Not Completed,0,At Risk,0
703,Business,55,15,9,76.9601,60.40798096,Medium,60.41,Not Completed,0,At Risk,0
6454,Business,50,12,9,71.0678,55.11365127,Medium,55.11,Not Completed,0,At Risk,0
322,Business,86,5,9,86.0141,66.12511924,Medium,66.13,Not Completed,0,At Risk,0
577,Business,67,16,9,78.8196,67.28740707,Medium,67.29,Not Completed,0,At Risk,0
8958,Business,75,9,9,64.5534,64.4454474,Medium,64.45,Not Completed,0,At Risk,0
7871,Business,65,2,9,95.2729,52.26348214,Medium,52.26,Not Completed,0,At Risk,0
3124,Business,88,2,9,85.6117,63.76813791,Medium,63.77,Not Completed,0,At Risk,0
2879,Business,47,11,9,72.2826,52.2802276,Medium,52.28,Not Completed,0,At Risk,0
1325,Business,56,17,9,70.4401,63.00304916,Medium,63,Not Completed,0,At Risk,0
2022,Business,84,12,9,55.844,71.94234758,Medium,71.94,Not Completed,0,At Risk,0
7267,Business,35,13,9,59.2919,48.34571151,Medium,48.35,Not Completed,0,At Risk,0
4039,Business,71,1,9,70.4774,54.66418855,Medium,54.66,Not Completed,0,At Risk,0
2170,Business,84,9,9,95.7902,69.24967589,Medium,69.25,Not Completed,0,At Risk,0
201,Business,61,10,9,79.5948,58.40660994,Medium,58.41,Not Completed,0,At Risk,0
4605,Business,55,15,9,65.3339,60.50534594,Medium,60.51,Not Completed,0,At Risk,0
1136,Business,42,9,9,74.0761,48.21325011,Medium,48.21,Not Completed,0,At Risk,0
4896,Business,86,12,9,82.1233,73.24043511,Medium,73.24,Not Completed,0,At Risk,0
6956,Business,66,18,9,75.9106,69.01621512,Medium,69.02,Not Completed,0,At Risk,0
2222,Business,38,14,9,96.3842,51.21253758,Medium,51.21,Not Completed,0,At Risk,0
68,Business,82,4,9,52.8165,63.06167876,Medium,63.06,Not Completed,0,At Risk,0
3412,Business,53,4,9,59.7956,48.72385831,Medium,48.72,Not Completed,0,At Risk,0
3280,Business,84,3,9,74.0681,62.8309927,Medium,62.83,Not Completed,0,At Risk,0
1439,Business,91,2,9,51.6808,65.59527715,Medium,65.6,Not Completed,0,At Risk,0
6899,Business,19,17,9,67.1141,44.40248335,Medium,44.4,Not Completed,0,At Risk,0
3635,Business,38,12,9,93.2004,48.93383297,Medium,48.93,Not Completed,0,At Risk,0
3871,Business,72,18,9,56.0115,71.76350441,Medium,71.76,Not Completed,0,At Risk,0
8453,Business,33,19,9,93.9095,53.53498645,Medium,53.53,Not Completed,0,At Risk,0
61,Business,55,11,9,92.9181,56.4219571,Medium,56.42,Not Completed,0,At Risk,0
7188,Business,95,2,9,50.263,67.62689171,Medium,67.63,Not Completed,0,At Risk,0
2300,Business,89,12,9,88.4823,74.25788996,Medium,74.26,Not Completed,0,At Risk,0
5376,Business,65,16,9,93.6031,66.3250948,Medium,66.33,Not Completed,0,At Risk,0
2870,Business,23,12,9,61.6167,41.63239188,Medium,41.63,Not Completed,0,At Risk,0
6815,Business,29,19,9,93.6326,51.55038434,Medium,51.55,Not Completed,0,At Risk,0
2613,Business,77,5,9,63.0103,61.53579648,Medium,61.54,Not Completed,0,At Risk,0
5762,Business,66,3,9,51.205,54.06856599,Medium,54.07,Not Completed,0,At Risk,0
5045,Business,69,11,9,97.4829,63.28271378,Medium,63.28,Not Completed,0,At Risk,0
864,Business,28,15,9,66.4967,46.93337906,Medium,46.93,Not Completed,0,At Risk,0
7765,Business,84,8,9,86.2625,68.02461349,Medium,68.02,Not Completed,0,At Risk,0
8339,Business,78,2,9,83.7997,59.01722023,Medium,59.02,Not Completed,0,At Risk,0
8256,Business,87,13,9,81.4217,74.29160673,Medium,74.29,Not Completed,0,At Risk,0
2086,Business,78,17,9,58.6054,73.85549091,Medium,73.86,Not Completed,0,At Risk,0
8562,Business,51,17,9,55.1145,60.55946086,Medium,60.56,Not Completed,0,At Risk,0
3745,Business,50,16,9,90.1037,59.01099382,Medium,59.01,Not Completed,0,At Risk,0
5875,Business,56,0,9,89.4576,46.24584815,Medium,46.25,Not Completed,0,At Risk,0
8227,Business,69,4,9,88.532,56.3802279,Medium,56.38,Not Completed,0,At Risk,0
4483,Business,61,18,9,85.6031,66.63003263,Medium,66.63,Not Completed,0,At Risk,0
7637,Business,97,2,9,76.7831,68.55104412,Medium,68.55,Not Completed,0,At Risk,0
400,Business,16,18,9,85.3384,43.83098953,Medium,43.83,Not Completed,0,At Risk,0
990,Business,43,9,9,60.0488,48.32119673,Medium,48.32,Not Completed,0,At Risk,0
6957,Business,29,15,9,91.3755,47.3593837,Medium,47.36,Not Completed,0,At Risk,0
4353,Business,76,14,9,89.4219,69.9456451,Medium,69.95,Not Completed,0,At Risk,0
927,Business,59,1,9,89.0383,48.44546201,Medium,48.45,Not Completed,0,At Risk,0
1263,Business,25,15,9,59.3642,45.71399732,Medium,45.71,Not Completed,0,At Risk,0
7434,Business,78,1,9,95.7231,58.05518593,Medium,58.06,Not Completed,0,At Risk,0
7439,Business,84,3,9,78.7133,63.1447634,Medium,63.14,Not Completed,0,At Risk,0
351,Business,73,20,9,82.82,74.56645026,Medium,74.57,Not Completed,0,At Risk,0
4410,Business,90,10,9,52.8191,72.77967319,Medium,72.78,Not Completed,0,At Risk,0
2405,Business,75,17,9,99.0467,72.26966433,Medium,72.27,Not Completed,0,At Risk,0
6520,Business,77,10,9,80.1167,66.26946019,Medium,66.27,Not Completed,0,At Risk,0
7235,Business,62,14,9,51.4298,62.82709222,Medium,62.83,Not Completed,0,At Risk,0
5654,Business,77,3,9,82.3363,59.34590404,Medium,59.35,Not Completed,0,At Risk,0
3288,Business,51,0,9,62.1294,43.50036111,Medium,43.5,Not Completed,0,At Risk,0
6367,Business,31,15,9,76.2015,48.55703264,Medium,48.56,Not Completed,0,At Risk,0
6870,Business,63,9,9,55.8768,58.52925425,Medium,58.53,Not Completed,0,At Risk,0
7453,Business,52,1,9,93.8213,45.04816692,Medium,45.05,Not Completed,0,At Risk,0
6397,Business,85,2,9,61.6338,62.59741943,Medium,62.6,Not Completed,0,At Risk,0
4864,Business,25,17,10,93.1325,49.29398946,Medium,49.29,Not Completed,0,At Risk,0
2159,Business,77,7,10,69.246,65.40632249,Medium,65.41,Not Completed,0,At Risk,0
8081,Business,76,15,10,85.9053,73.0133915,Medium,73.01,Not Completed,0,At Risk,0
5530,Business,76,3,10,77.6459,60.84890372,Medium,60.85,Not Completed,0,At Risk,0
6369,Business,88,9,10,50.0261,72.75407893,Medium,72.75,Not Completed,0,At Risk,0
4698,Business,99,4,10,63.1392,73.35222885,Medium,73.35,Not Completed,0,At Risk,0
4852,Business,45,8,10,90.9442,50.25487937,Medium,50.25,Not Completed,0,At Risk,0
7542,Business,54,11,10,75.8526,57.91331888,Medium,57.91,Not Completed,0,At Risk,0
